face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
527,8.0,male,single,jazz,Z Subconscious,Indianapolis Colts,Donald,Clinton,none,Goes to Riverdale Elementary,unemployed,,"['Finding Vivian Maier', ""Michael Jackson's This Is It"", 'Something from Nothing: The Art of Rap']","['Man of Steel', 'The Curious Case of Benjamin Button', 'Teenage Mutant Ninja Turtles']",Into Thin Air: A Personal Account of the Mt. Everest Disaster,Anil's Ghost,A Week in Winter,Jon Krakauer,Michael Ondaatje,Maeve Binchy,Orange Rum Rickey ,"Grilled Vegetables with Cumin, Cilantro, and Salsa Verde ",Aloo Gobhi Stuffing ,Igiugig,AK,1,slytherin,birds,MMO,Final Fantasy XIV Online,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
528,36.0,female,single,jazz,Importance Of The Saturated Fascination,Cincinnati Bengals,Thelma,Duncanson,master,Went to Heritage Institute,Vision Construction Interactive,Works assoftware_developer atVision Construction Interactive,"['Jaws', 'Angels & Demons', 'Gone Girl']","['Jaws', 'Jeepers Creepers 2', 'Incarnate']",The Wolves of Willoughby Chase ,Evil Star,Fifty Shades Freed,"Joan Aiken, Pat Marriott",Anthony Horowitz,E.L. James,Lemon Syrup ,Fudgy Chocolate Chunk Brownies with Walnuts ,Coffee and Molasses Cured Duck Breast Bacon ,North Branch,MI,2,gryffindor,reptiles,Action,Grand Theft Auto III,0,7,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
529,31.0,male,married,folk,Fart Of Cuban,Denver Broncos,Bruce,Dorsey,general_education,Went to Independence Technical School,Analysis Power Hill,Works asconstruction_worker atAnalysis Power Hill,"['The Book of Henry', 'Boyka: Undisputed IV', 'Stonehearst Asylum']","['Wimbledon', 'The Mortal Instruments: City of Bones', 'Nuovo Cinema Paradiso']",Splintered,Magic Strikes,Hollywood Dirt,A.G. Howard,Ilona Andrews,Alessandra Torre,"Smoked Trout, Crème Fraîche & Pickled Onion ",Red Velvet Chocolate Squares ,Apricot Cream-Cheese Ice Cream ,Curtice,OH,2,gryffindor,cats,Simulation,Cooking Mama,0,6,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
530,30.0,male,married,electronic,P.K.Q.M.Z.,San Francisco 49ers,Leo,Fisher,bachelor,Went to Faith Institute,Star South Internet,Works asnurseat Star South Internet,"['28 Days Later', 'The Shortcut', 'The Shining']","['Overdrive', 'Spectre', 'Captain America: Civil War']",Il barone rampante,Orthodoxy,inf,"Italo Calvino, Archibald Colquhoun",G.K. Chesterton,Sherrilyn Kenyon,Fresh Pickle Relish ,Radishes with Chive Cream Cheese ,Individual Spongecakes ,Winthrop,MN,2,gryffindor,birds,Sports,FIFA 19,0,6,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
531,37.0,female,married,tibetian throat singing,,New York Jets,Janice,Butler,master,Went to Edgewood College,Interactive Electronics,Works assoftware_developer atInteractive Electronics,"['The Human Centipede 2 (Full Sequence)', 'Curse of Chucky', 'The Blair Witch Project']","['The Bourne Supremacy', 'Django Unchained', 'The Book of Henry']",The Apostle,The Wordy Shipmates,,Brad Thor,Sarah Vowell,Nalini Singh,John Dory with Fried Fennel and Anchovy Butter Sauce ,Chilled Cucumber-Yogurt Soup with Radishes ,Chive and Cucumber Vichyssoise ,Walnut Creek,NC,4,gryffindor,fish,Sandbox,Blockland,672,7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
532,51.0,male,married,heavy metal,Serpents Gore,San Francisco 49ers,Cary,Lombardi,master,Went to Village Institute,Hill Signal Hardware,Works asaccountant atHill Signal Hardware,"['American Pastoral', 'Sicario', 'Django Unchained']","['Rogue One: A Star Wars Story', 'The Empire Strikes Back', 'What Happened to Monday']",Tris's Book,Heat,The True Story of the Three Little Pigs,Tamora Pierce,Bill Buford,"Jon Scieszka, Lane Smith",Adam and Maxine's Famous Latkes ,Chipotle Burgers ,Apple Bundt Cake ,Reader,WV,4,slytherin,dogs,Platform,Crash Bandicoot: The Wrath of Cortex,75,28,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
533,28.0,female,single,folk,Against Highway,Tennessee Titans,Elizabeth,Stauber,general_education,Went to Copper Cove Charter School,Graphics West Omega,Works aswaiter atGraphics West Omega,"['Minority Report', 'Transformers: The Last Knight', 'Guardians of the Galaxy']","['The Diary of a Teenage Girl', 'Gone with the Wind', 'Nuovo Cinema Paradiso']",Reaper Man,The World of Ice and Fire,Mufaro's Beautiful Daughters: An African Tale,Terry Pratchett,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",John Steptoe,Extreme Makeover Chicken Salad Sammy ,Galician Pork and Vegetable Stew ,Coconut-Blueberry Smoothie ,Robins,IA,4,gryffindor,birds,Action,Grand Theft Auto V,0,5,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
534,35.0,female,single,country,Swindler X.D.,Baltimore Ravens,Mary,Lyons,bachelor,Went to Oyster Harbour College,General South,Works asteacherat General South,"['Baby Driver', 'The Hobbit: The Battle of the Five Armies', 'Wind River']","['Me Before You', 'Heartburn', 'The Diary of a Teenage Girl']","Go, Dog. Go!",An Itchy Day,Tricks,P.D. Eastman,Norman Bridwell,Ellen Hopkins,Watermelon Vodka Cooler ,Guacamole ,Pomegranate-Champagne Punch ,Millerton,OK,3,gryffindor,birds,Sports,FIFA 19,0,4,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
535,36.0,female,married,hip-hop,X.D. Embroidery,Philadelphia Eagles,Brenda,Herreras,general_education,Went to Einstein High School,Hill Data,Works aspainter atHill Data,"['Transformers: The Last Knight', 'Planet of the Apes', 'E.T. the Extra-Terrestrial']","['Underworld', 'The Mummy', 'The BFG']",उपनिषद [Upaniṣad],The Voice of the Night ,The Wizard Heir,"Anonymous, Juan Mascaró","Brian Coffey, Dean Koontz",Cinda Williams Chima,Sweet Potato Matzo Ball Tzimmes with Apricot Sauce ,"Pickled Fig, Robiola, & Pistachio Oil Crostini ",Coffee with Baileys and Frangelico ,Highland Acres,DE,3,hufflepuff,horses,Music,Dance Central 2,276,7,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
536,14.0,female,single,classical,Giuseppe Verdi,Indianapolis Colts,Karen,French,none,Goes to Edgewater Technical School,unemployed,,"['Zootopia', 'The Pink Panther 2', 'Spirit: Stallion of the Cimarron']","['Something from Nothing: The Art of Rap', 'Jackass: The Movie', 'Jagal']",Can't We Talk about Something More Pleasant?,Stardust,Blue Nights,Roz Chast,Neil Gaiman,Joan Didion,Lemon and Rum Cheesecake with Strawberry Compote ,Cauliflower Steaks with Cauliflower Purée ,Chicken and Green Olive Enchiladas ,Kewaskum,WI,2,gryffindor,fish,Shooter,Call of Duty: Modern Warfare 3,0,4,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
537,37.0,female,single,hip-hop,Like 838,Buffalo Bills,Darcie,Longsworth,bachelor,Went to Whale Coast College,Technology Atlantic Frontier,Works asbankerat Technology Atlantic Frontier,"['Titanic', 'Anna and the King', 'Metegol']","['The Autopsy of Jane Doe', 'Dark Skies', 'Alien']",Animal Speak: The Spiritual & Magical Powers of Creatures Great & Small,On the Island,Guess How Much I Love You,"Ted Andrews, Winston Allen, Margaret K. Andrews",Tracey Garvis-Graves,"Sam McBratney, Anita Jeram",Hot-Smoked Salmon with Tarragon Crème Fraîche ,"Lettuce, Avocado and Sunflower Seed Salad ",Fish and Chips with Tarragon-Malt Vinegar Mayonnaise ,New Glarus,WI,2,hufflepuff,birds,Fighting,WWF SmackDown!,0,4,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
538,8.0,male,single,jazz,W.Z. Intestine,Dallas Cowboys,Jared,Vergin,none,Goes to Riverdale Elementary,unemployed,,"['Bright Star', ""Sophie's Choice"", 'Vertigo']","['Return to House on Haunted Hill', 'Fatal Attraction', 'The Visit']",The Problem of Pain,Jinx,Practical Magic,C.S. Lewis,Meg Cabot,Alice Hoffman,Millet-Scallion Pancakes ,Creamy Cauliflower Dip ,Sole en Papillote with Tomatoes and Olives ,Dover,DE,1,gryffindor,horses,Puzzle,Pac-Man Collection,0,5,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
539,11.0,female,single,rock,Y.G. Leakage,Detroit Lions,Joni,Brumit,none,Goes to Fortuna Middle School,unemployed,,"['The Boy', 'Jaws', 'Kill List']","['Deep Water', 'Buena Vista Social Club', '13th']",The Three Stigmata of Palmer Eldritch,New York to Dallas,Anne Rice's The Vampire Lestat: The Graphic Novel,Philip K. Dick,"J.D. Robb, Susan Ericksen","Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",Savoy Slaw with Mint and Cilantro ,Pineapple and Mint Chutney ,Pistachio-Crusted Rack of Lamb ,Taylor,WY,4,hufflepuff,horses,Sandbox,Windward,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
540,32.0,female,married,jazz,126 Liquid,Baltimore Ravens,Margarita,Chapman,general_education,Went to Little Valley School,Internet Resource Pacific,Works ascook atInternet Resource Pacific,"['Ballerina', 'Kung Fu Panda', 'Danny Collins']","['Ratatouille', 'Fist Fight', 'Ted']",The Collectors,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Death of Kings,David Baldacci,Cheryl Strayed,Bernard Cornwell,Five-Spice Fortune Cookies ,Champagne-Poached Pears ,Shrimp Enchiladas with Roasted Sweet Potatoes and Parsnips ,Caputa,SD,2,gryffindor,dogs,Fighting,Tekken 2,0,4,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
541,28.0,male,single,rock,Shrink F.B.,Cleveland Browns,Hugh,Cox,general_education,Went to Sunshine High School,People Interactive,Works aspainter atPeople Interactive,"['The Hateful Eight', 'Passengers', 'The Dark Knight Rises']","['Coyote Ugly', 'Coyote Ugly', 'The Twilight Saga: Breaking Dawn - Part 2']",The Complete Tales and Poems of Edgar Allan Poe,The Complete Adventures of Peter Rabbit,The Sum of All Fears,Edgar Allan Poe,Beatrix Potter,Tom Clancy,Minted Sugar Snap Peas ,Miso-Harissa Delicata Squash and Brussels Sprouts Salad ,Redneck Mimosa ,Los Huisaches,TX,2,slytherin,cats,Fighting,WWF SmackDown!,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
542,24.0,female,married,jazz,494 Shrew,Carolina Panthers,Lillie,Bankhead,general_education,Went to Willow Park High,Vision Technology,Works asbus_driverrepairperson atVision Technology,"['The Twilight Saga: Breaking Dawn - Part 2', 'Charlie and the Chocolate Factory', ""Harry Potter and the Philosopher's Stone""]","['Allegiant', 'Passengers', '2001: A Space Odyssey']",Runaway Ralph,All Together Dead, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,Beverly Cleary,Charlaine Harris,Safiy al-Rahman al-Mubarakfuri,Parmesan Thumbprint Cookies with Tomato-Tart Cherry Jam ,Spiced Pumpkin Vodka ,Chestnut and Lobster Soup ,Breckenridge,MI,1,gryffindor,birds,Action-Adventure,Red Dead Redemption 2,0,5,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
543,33.0,female,married,classical,Johannes Brahms,New England Patriots,Raquel,Becker,master,Went to Heritage Institute,Net Analysis Hardware,Works assoftware_developer atNet Analysis Hardware,"['Blade: Trinity', 'The Thing', 'Tremors']","['The Dark Knight', 'The Circle', 'Stonehearst Asylum']",I'll Walk Alone,Gray Mountain,Portnoy's Complaint,Mary Higgins Clark,John Grisham,"Philip Roth, Luca Marinelli",Chicken with Shallots and Morels ,Skillet Greens with Crispy Shallots and Cider Gastrique ,Country-Club Cooler ,Sutter Creek,CA,1,ravenclaw,dogs,Sandbox,Planet Explorers,0,3,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
544,21.0,female,single,jazz,Gator Of Physically,New Orleans Saints,Pamela,Tanner,general_education,Went to Apple Valley High School,Research West South,Works asconstruction_worker atResearch West South,"['Captain Underpants: The First Epic Movie', 'Furious 7', 'John Wick']","['Fantastic Beasts and Where to Find Them', 'DragonHeart', 'Harry Potter and the Deathly Hallows: Part 2']",Onward: How Starbucks Fought for Its Life without Losing Its Soul,The Cat in the Hat and Other Dr. Seuss Favorites,Marked in Flesh,"Howard Schultz, Joanne Gordon","Dr. Seuss, Various",Anne Bishop,Cream Cheese Frosting ,Southern Mac and Cheese ,Southwestern Chicken and Pasta Salad ,McLean,IL,3,ravenclaw,fish,Strategy,Warzone 2100,0,3,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
545,3.0,male,single,tibetian throat singing,,Cleveland Browns,Joseph,Davidson,none,Goes to Grapevine Elementary,unemployed,,"['Real Steel', 'Iron Man', 'Rise of the Planet of the Apes']","['Captain Fantastic', 'Sweet November', 'True Romance']",Du contrat social: ou Principes du droit politique,"The Garden of Rama (Rama, #3)",Champion,"Jean-Jacques Rousseau, Maurice Cranston","Arthur C. Clarke, Gentry Lee",Marie Lu,Gluten-Free Coconut Layer Cake ,Beef Tartare with Cherry Peppers ,Cauliflower Purée ,Dot Lake,AK,1,hufflepuff,dogs,Racing,Need for Speed Underground 2,0,4,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
546,22.0,male,married,country,Rash Adoration And The Noodle,San Francisco 49ers,Joseph,Thompson,general_education,Went to Summerfield School,Telecom Atlantic Solutions,Works aspainter atTelecom Atlantic Solutions,"['DragonHeart', ""Harry Potter and the Philosopher's Stone"", 'Jupiter Ascending']","['Pirates of the Caribbean: Dead Men Tell No Tales', 'Casino Royale', 'The Amazing Spider-Man 2']",Les Fleurs du mal,"Farewell, My Lovely",,"Charles Baudelaire, Richard Howard",Raymond Chandler,"Clement C. Moore, Jan Brett",Strawberry Citrus Salad ,Tagine Bil Kok ,Plum Pine-Nut Tart ,Plainview,TN,1,ravenclaw,rodents,Adventure,Tomb Raider III: Adventures of Lara Croft,0,1,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
547,23.0,female,single,jazz,Cardboard 9,San Diego Chargers,Ida,Alvarez,general_education,Went to Golden Sierra High,East Provider Adventure,Works aspainter atEast Provider Adventure,"['The Remaining', 'The Conjuring 2', '부산행']","['Love, Rosie', 'Equals', 'The Great Gatsby']",Grave Mercy,Freak the Mighty,Alex Rider: Stormbreaker,Robin LaFevers,Rodman Philbrick,Anthony Horowitz,Aligot Gratin ,Shrimp Sates with Greek Garlic Sauce ,Red Curry–Marinated Japanese Eggplant ,Tigerville,SC,1,hufflepuff,dogs,Music,Guitar Hero Live,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
548,47.0,male,married,folk,Talk 1,Houston Texans,Vincent,Cloutier,general_education,Went to Long Beach School,Signal Electronic Internet,Works ascook atSignal Electronic Internet,"['Charlie and the Chocolate Factory', 'Smurfs: The Lost Village', 'Monsters, Inc.']","[""Pirates of the Caribbean: At World's End"", 'Avengers: Age of Ultron', 'Overdrive']",The Shining Ones,,Fudge-a-Mania,David Eddings,Camille Pagán,Judy Blume,Israeli-Style Hummus ,"Orange, Grapefruit, and Grape Compote ",Barbecue Sauce ,Young Place,NM,2,hufflepuff,fish,Action,Grand Theft Auto III,118,13,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
549,29.0,female,single,electronic,Into The Squishy Appetizer,St Louis Rams,Norma,Cruz,general_education,Went to Crossroads Technical School,unemployed,Unemployed,"['Blade: Trinity', 'The Purge', ""Michael Jackson's Thriller""]","['The Hunger Games', 'Alice in Wonderland', 'Maleficent']",Dirty,The Lone Drow,象の消滅 [Zō no shōmetsu],Kylie Scott,R.A. Salvatore,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",Chorizo Tamales ,Cold Garlic Potato Soup ,Pork Chops with Sauce Poivrade ,Bishopville,SC,2,slytherin,dogs,Strategy,Warzone 2100,0,6,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
550,25.0,male,married,rock,Grid Down Voided,New Orleans Saints,Thomas,Aguilar,master,Went to Eagle Mountain College,Alpha East,Works asmanager atAlpha East,"['Ghostbusters', 'Robin Hood: Men in Tights', 'The Emoji Movie']","['The Fifth Element', 'The Twilight Saga: New Moon', 'The Lord of the Rings: The Return of the King']",De vita Caesarum ,A Trick of the Light,Castle Roogna,"Suetonius, Michael Grant, Robert Graves",Louise Penny,Piers Anthony,Spicy Crab and Melon Salad ,Seafood en Brodo with Tarragon Pesto ,Green Bean Salad with Asian-Style Dressing ,California,MD,4,slytherin,cats,Simulation,The Sims 3,462,4,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
551,35.0,male,married,country,Vertebrate Exhibition,Houston Texans,John,Hyde,master,Went to Eagle Mountain College,Electronics Building Telecom,Works asaccountant atElectronics Building Telecom,"['X-Men: Days of Future Past', 'Captain Underpants: The First Epic Movie', 'World War Z']","['Doctor Strange', 'What Happened to Monday', 'Iron Man 3']",The Pearl of the World,The Pigman,Le capital au XXIe siècle ,John Steinbeck,Paul Zindel,"Thomas Piketty, Arthur Goldhammer",Soba Salad with Miso Dressing ,Mini Corn on the Cob ,Cornmeal Biscuits with Cheddar and Chipotle ,Tonasket,WA,2,slytherin,reptiles,Visual Novel,Utawarerumono: Mask of Truth,237,8,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
552,28.0,female,single,electronic,Waning Financial,Cincinnati Bengals,Barbara,Robinson,general_education,Went to Sunshine High School,Resource Max,Works asconstruction_worker atResource Max,"['Pina', 'Jackass 3D', 'Jackass: The Movie']","['Religulous', 'What the #$*! Do We (K)now!?', 'Room 237']",Lit,As You Like It,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Mary Karr,William Shakespeare,Laurie Notaro,Citrus-Scented Seeded Muffins ,Frozen Cranberry Soufflé with Spun Sugar Cranberry Wreath ,Chewy Coconut Macadamia Bars ,South San Jose Hills,CA,2,ravenclaw,rodents,Sandbox,Windward,0,4,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
553,33.0,female,married,electronic,K Lacerated,Oakland Raiders,Laverne,Creasy,doctor,Went to Edgewood College,Omega Bell Signal,Works as doctor at Omega Bell Signal,"['Creed', 'The Imitation Game', '2:22']","['Comedian', 'Why We Fight', 'Koyaanisqatsi']","The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",The Sense of an Ending,The Girl with All the Gifts,Brian Greene,Julian Barnes,M.R. Carey,Easy Chocolate Mousse ,Linguine and Zucchini with Bagna Cauda Sauce ,Catfish with Herbed Lemon Cream ,Salmon,ID,2,slytherin,dogs,Fighting,Street Fighter IV,492,8,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
554,8.0,male,single,rock,Hearing Reporting 573,Carolina Panthers,Freddie,Russell,none,Goes to Elk Valley Kindergarten,unemployed,,"['Wind River', 'Wonder Woman', 'The Avengers']","['Pirates of the Caribbean: The Curse of the Black Pearl', 'DragonHeart', 'The Lord of the Rings: The Return of the King']",Be with Me,,Mennonite in a Little Black Dress: A Memoir of Going Home,"J. Lynn, Jennifer L. Armentrout",Dave Pelzer,Rhoda Janzen,Mango and Mint Salsa ,Spinach Noodle Casserole ,Steak Tacos with Cilantro-Radish Salsa ,Newark,NJ,1,hufflepuff,reptiles,Simulation,The Sims: Unleashed,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
555,33.0,male,single,jazz,494 Shrew,Kansas City Chiefs,Kevin,Edmonds,master,Went to Winterville Institute,Max Bell Net,Works asengineer atMax Bell Net,"['Fifty Shades Darker', 'Enigma', 'Seven Pounds']","['Cinderella', 'Kong: Skull Island', 'Thor: Ragnarok']",Crossroads of Twilight,Where I’m Calling From: The Selected Stories,Still Alice,Robert Jordan,Raymond Carver,Lisa Genova,Chicken Burritos ,Crunchy Veg Bowl With Warm Peanut Sauce ,"Penne with Garrotxa, Serrano Ham, and Sun-Dried Tomatoes ",Mineral,WA,2,hufflepuff,rodents,Strategy,Theme Hospital,0,6,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
556,23.0,female,married,classical,Jules Massenet,Pittsburgh Steelers,Edith,Siggins,student,Studies at Waterford College,Provider Vision Venture,Works ascook at Provider Vision Venture,"['Charlie: The Life and Art of Charles Chaplin', 'Jackass: The Movie', 'Cobain: Montage of Heck']","['Allegiant', 'Inception', 'Back to the Future']",Double Indemnity,Where the Heart Is,Fantastic Voyage,James M. Cain,Billie Letts,Isaac Asimov,Salsa Verde ,Ellen Sullivan's Lavender Tenderloin ,Frank Sinatra's Barbecued Lamb ,Cameron Park,TX,2,ravenclaw,cats,Action,Grand Theft Auto III,0,5,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
557,36.0,male,married,electronic,Into The Squishy Appetizer,Philadelphia Eagles,Cory,Smith,general_education,Went to Enterprise School,Systems Application Medicine,Works aswaiter atSystems Application Medicine,"['Ice Age: Collision Course', 'Pixels', 'The Hangover Part II']","['Harry Potter and the Chamber of Secrets', 'Harry Potter and the Deathly Hallows: Part 2', ""Miss Peregrine's Home for Peculiar Children""]",Storm Glass,Prince's Gambit,Stone Butch Blues,Maria V. Snyder,C.S. Pacat,Leslie Feinberg,Extreme Makeover Chicken Salad Sammy ,"Baked Flounder Rolls with Tomato, Bell Pepper, and Bacon ",Lacinato Kale and Ricotta Salata Salad ,Dodge,ND,1,hufflepuff,birds,Puzzle,Tetris Plus,921,5,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
558,28.0,female,married,hip-hop,Slippy Of Mandrill,Denver Broncos,Clarice,Davis,master,Went to West Bridge College,Direct Star Consulting,Works asengineer atDirect Star Consulting,"['American Wedding', 'The Diary of a Teenage Girl', 'Six Days Seven Nights']","['Hello, My Name Is Doris', 'Beauty and the Beast', 'Edward Scissorhands']",The Sum of All Fears,Fifth Business,The Door into Summer,Tom Clancy,Robertson Davies,Robert A. Heinlein,French Spiced Bread ,Hot Milk Cakes with Strawberries and Cream ,Pink Pickled Onions ,Chinook,WA,1,gryffindor,rodents,Strategy,Theme Hospital,0,6,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
559,48.0,female,married,rock,Musical Of Soul,Arizona Cardinals,Sheron,Gooden,general_education,Went to Seal Gulch High School,Future Direct Star,Works aswaiter atFuture Direct Star,"['Titanic', 'Grease 2', 'Metegol']","['Annabelle', 'Alien: Resurrection', 'Psycho']","Arrow's Flight (Heralds of Valdemar, #2)",Cook with Jamie,Ramona Forever,Mercedes Lackey,Jamie Oliver,Beverly Cleary,Tri-Tip Roast with Parsley Cherry-Tomato ,Shrimp Gazpacho ,Garlic Oil ,Hewitt,WI,3,ravenclaw,dogs,Sandbox,Blockland,332,15,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
560,39.0,male,single,tibetian throat singing,,Jacksonville Jaguars,Randy,Persinger,bachelor,Went to Somerset School of Fine Arts,Internet People,Works aswriterat Internet People,"['Star Trek Beyond', 'Mad Max: Fury Road', 'Guardians of the Galaxy']","['Seven Pounds', 'Fury', 'Rise of the Planet of the Apes']",L'être et le néant,Thinner,The Queen's Fool,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre","Richard Bachman, Stephen King",Philippa Gregory,Broccoli di Rape and Garlic Soup ,Chicken & Rice Soup ,Penne with Sun-Dried Tomatoes and Arugula ,Porcupine,SD,2,ravenclaw,birds,Sports,FIFA 13,0,7,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
561,49.0,female,married,country,M.W.V.,Minnesota Vikings,Gertrude,Roberts,master,Went to Monarch College,Provider Speed Source,Works aslawyer atProvider Speed Source,"['부산행', 'Vice', 'Jurassic World']","['Kidnap', 'Dilwale Dulhania Le Jayenge', 'Cinderella']",Burned: A House of Night Novel,Hades,The Other Daughter,"P.C. Cast, Kristin Cast",Alexandra Adornetto,Lisa Gardner,Corn Soup with Sautéed Scallops and Bacon ,Better Than Nutella (Chocolate-Hazelnut Spread) ,New England Crab Rolls ,Salem,IA,2,ravenclaw,rodents,Puzzle,Tetris Plus,202,17,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
562,36.0,female,married,country,Harmonic 3,New York Jets,Sanora,Tweedie,general_education,Went to Central High,Power Graphics,Works asbus_driverrepairperson atPower Graphics,"['A Ghost Story', 'La Belle et la Bête', '(500) Days of Summer']","['Rings', 'Rings', 'Grave']",Doce cuentos peregrinos,"Rumors of War (Children of the Promise, Vol 1)",The Art Forger,Gabriel García Márquez,Dean Hughes,B.A. Shapiro,Grilled Smashed Potatoes ,Hearts of Palm Salad with Beets and Blue Cheese ,Chocolate Toffee Cookies ,Duchess Landing,OK,3,slytherin,fish,Sandbox,Blockland,357,9,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
563,35.0,female,married,tibetian throat singing,,Carolina Panthers,Jennifer,Dooley,bachelor,Went to Sandalwood University,Solutions Vision Solutions,Works associal_workerat Solutions Vision Solutions,"['Trainwreck', 'The Pink Panther 2', 'American Pie']","['The Shrine', ""Michael Jackson's Thriller"", 'Poltergeist']",The Last Werewolf,Graffiti Moon,The Wonderful Story Of Henry Sugar And Six More,Glen Duncan,Cath Crowley,Roald Dahl,Vanilla-Poached Pineapple ,Grapefruit Alaska ,Fennel-Crusted Roast Pork ,Auburntown,TN,3,gryffindor,fish,Shooter,Call of Duty: Black Ops II,913,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
